03/04/2022 21:08,
50,
32,
,
wavenumber / cm-1,Absorbance
3999.881,0.005597634
3999.76,0.00562462
3999.639,0.00564946
3999.519,0.005674435
3999.398,0.005699915
3999.278,0.005723752
3999.157,0.005742352
3999.037,0.00575182
3998.916,0.005750779
3998.796,0.005740942
3998.675,0.005726438
3998.555,0.005713176
3998.434,0.005705824
3998.314,0.005707267
3998.193,0.005716701
3998.073,0.005730332
3997.952,0.005742956
3997.832,0.005749906
3997.711,0.005747724
3997.59,0.005736208
3997.47,0.005717507
3997.349,0.005696524
3997.229,0.005678765
3997.108,0.005669634
3996.988,0.005672958
3996.867,0.005689004
3996.747,0.005715325
3996.626,0.005745944
3996.506,0.005773242
3996.385,0.005789527
3996.265,0.005788654
3996.144,0.005768037
3996.024,0.005730332
3995.903,0.005682055
3995.782,0.00563281
3995.662,0.005593035
3995.542,0.005570918
3995.421,0.005570313
3995.3,0.005590149
3995.18,0.005624385
3995.059,0.005664767
3994.939,0.005702836
3994.818,0.005733018
3994.698,0.00575501
3994.577,0.005773309
3994.457,0.005795605
3994.336,0.005829185
3994.216,0.005878486
3994.095,0.00594133
3993.975,0.006009893
3993.854,0.006070437
3993.733,0.006108844
3993.613,0.006113649
3993.492,0.006080047
3993.372,0.006010901
3993.251,0.005916406
3993.131,0.005811018
3993.01,0.005708039
3992.89,0.00561794
3992.769,0.005546183
3992.649,0.005492524
3992.528,0.005454306
3992.408,0.005428169
3992.287,0.005412367
3992.167,0.00540814
3992.046,0.005417198
3991.926,0.005441523
3991.805,0.005481116
3991.685,0.005532424
3991.564,0.005588874
3991.443,0.005642477
3991.323,0.005685681
3991.202,0.00571331
3991.082,0.005724054
3990.961,0.0057212
3990.841,0.005710524
3990.72,0.005700452
3990.6,0.005699512
3990.479,0.005714519
3990.359,0.005750041
3990.238,0.005806888
3990.118,0.00588208
3989.997,0.005969211
3989.876,0.006058677
3989.756,0.00613976
3989.635,0.006200759
3989.515,0.006232387
3989.395,0.006229093
3989.274,0.006190104
3989.153,0.006119798
3989.033,0.006028472
3988.912,0.005929708
3988.792,0.005837749
3988.671,0.005764713
3988.551,0.005718044
